"","id","speaker_id","transcript_id","gloss","part_of_speech","target_child_id"
"12643",3801469,5482,9892,"so he decided t so bobby decided to take a back door","co n v inf v det:art adj n",5482
"12644",3801470,5482,9898,"but then when they got there they couldn't they couldn't um the aliens were gone","conj adv:tem conj pro:sub v adv det:art n aux part",5482
"12645",3801471,5482,9910,"and then he spilled some","coord adv:tem pro:sub v qn",5482
"12646",3801472,5482,9912,"Lisa forgot","n:prop v",5482
"12647",3801473,5482,9913,"and then they jumped up and down","coord adv:tem pro:sub v adv coord adv",5482
"12648",3801474,5482,9908,"it wasn't there","pro:per cop adv",5482
"12649",3801475,5482,9911,"four that's it","det:num pro:dem pro:per",5482
"12650",3801476,5482,9905,"um they found um aliens","pro:sub v n",5482
"12651",3801477,5482,9914,"the girl ordered a large ice+cream cone and a happymeal","det:art n v det:art adj n coord det:art",5482
"12652",3801478,5482,9907,"I can't say anymore","",5482
"12653",3801480,5482,9912,"Raymond said I'll have a choc a vanilla milkshake a a french fries and a sandwich","n:prop v pro:sub v det:art n det:art adj n coord det:art n",5482
"12654",3801481,5482,9908,"and she le and then she suddenly remembered that she left it um at on the kitchen counter","coord adv:tem pro:sub adv v pro:rel pro:sub v pro:per prep det:art n n",5482
"12655",3801484,5482,9915,"on tuesday um the I think the mom said where do you wanna eat","prep n det:art n v adv:int mod pro:per v v",5482
"12656",3801486,5482,9905,"and then and then they the boy started to get really scared","coord adv:tem det:art n part inf v adv v",5482
"12657",3801487,5482,9892,"he not save Susan because he did not want to stay to get her out of the chamber","pro:sub neg v n:prop conj pro:sub mod neg v inf cop inf v pro:obj adv prep det:art n",5482
"12658",3801489,5482,9910,"and he started to tie his shoes","coord pro:sub v inf v det:poss n",5482
"12659",3801490,5482,9909,"this boy get up out of his bed","pro:dem n v adv adv prep det:poss n",5482
"12660",3801491,5482,9913,"and then they jumped into the car","coord adv:tem pro:sub v prep det:art n",5482
"12661",3801492,5482,9911,"oh wow their mom forgot the purse","co co det:poss n v det:art n",5482
"12662",3801493,5482,9914,"and the boy ordered a vanilla shake and a fries and cheeseburger","coord det:art n part det:art n n coord det:art n coord",5482
"12663",3801494,5482,9898,"they were going back inside their ship","pro:sub aux part adv adv det:poss n",5482
"12664",3801495,5482,9916,"um","",5482
"12665",3801496,5482,9910,"and his shoes broke then his shoelace broke","adv:tem det:poss adj",5482
"12666",3801498,5482,9909,"he spilled the milk","pro:sub v det:art n",5482
"12667",3801499,5482,9911,"and then then uh well first she said for Leah twenty dollars and fifty cents","coord adv:tem adv pro:sub v prep n:prop det:num n coord det:num n",5482
"12668",3801500,5482,9913,"and then um I forgot the next part","",5482
"12669",3801501,5482,9905,"but the girl didn't","conj det:art n mod",5482
"12670",3801502,5482,9912,"their mother wanted a coke with salad","det:poss n v det:art n prep n",5482
"12671",3801503,5482,9898,"and then sh um Michael decided to go inside the ship and but and and meet them and the and except the problem was the the rooms and everything looked weird","coord adv:tem n:prop v inf v prep det:art n coord v pro:obj prep det:art n cop det:art n coord pro:indef cop adj",5482
"12672",3801504,5482,9905,"and then they they started then the boy started to yell","coord adv:tem det:art n part inf v",5482
"12673",3801505,5482,9892,"she wanted to she wanted to get out","pro:sub v inf v adv",5482
"12674",3801506,5482,9915,"and they both shouted Mcdonalds","coord pro:sub post v n:prop",5482
"12675",3801507,5482,9909,"then he went to put his clothes on","adv:tem pro:sub v inf v det:poss n:pt adv",5482
"12676",3801508,5482,9910,"and then he xxx xxx xxx","coord adv:tem pro:sub",5482
"12677",3801509,5482,9917,"Lisa didn't know what to have first","n:prop mod v pro:int inf aux adv",5482
"12678",3801510,5482,9916,"mm they wanted to they wanted to go ma to Mcdonalds","pro:sub v inf v prep n:prop",5482
"12679",3801511,5482,9913,"and then hm I forgot some of it","",5482
"12680",3801513,5482,9914,"and the mom forgot her wallet at home","coord det:art n v det:poss n prep n",5482
"12681",3801514,5482,9912,"there was a","pro:exist cop det:art",5482
"12682",3801516,5482,9912,"and Lisa certainly knew what she wanted","coord n:prop adv v pro:int pro:sub v",5482
"12683",3801517,5482,9915,"four then they got in the car","det:num adv:tem pro:sub v prep det:art n",5482
"12684",3801518,5482,9905,"and then the aliens got off board","coord adv:tem det:art n v prep n",5482
"12685",3801519,5482,9892,"Susan","n:prop",5482
"12686",3801520,5482,9911,"and and their mom forgot the purse","coord det:poss n v det:art n",5482
"12687",3801521,5482,9910,"and the bus school bus was leaving","coord det:art n n aux part",5482
"12688",3801522,5482,9909,"then the bus was going","adv:tem det:art n aux part",5482
"12689",3801523,5482,9908,"uhhuh","",5482
"12690",3801524,5482,9917,"and then her knew","coord adv:tem det:poss v",5482
"12691",3801525,5482,9914,"once upon a time the boy got out of the bed","adv prep det:art n det:art co v adv prep det:art n",5482
"12692",3801526,5482,9892,"but the only reason she could not is she was in chambers","conj det:art qn n pro:sub mod neg cop pro:sub cop prep n",5482
"12693",3801527,5482,9913,"four","det:num",5482
"12694",3801528,5482,9916,"and um then um they um a mother j the their mother um bl um drove them to the place like Mcdonalds","coord adv:tem det:poss n v pro:obj prep det:art n co n:prop",5482
"12695",3801529,5482,9908,"nine um do I need to pick a title","det:num",5482
"12696",3801531,5482,9917,"and tommy got a chocolate milkshake","coord adj v det:art n",5482
"12697",3801532,5482,9909,"and the bus didn't come to wait","coord det:art n mod v prep v",5482
"12698",3801533,5482,9910,"and he ran to the school bus","coord pro:sub v prep det:art n n",5482
"12699",3801534,5482,9912,"she wanted coke a chocolate ice+cream cone french fries and a sandwich sandwich","pro:sub v n det:art n n adj n coord det:art n",5482
"12700",3801536,5482,9919,"mother said she wanted mother said we're going out to dinner tonight","n v pro:sub part adv prep n adv:tem",5482
"12701",3801537,5482,9920,"um um","",5482
"12702",3801538,5482,9913,"I forgot it","",5482
"12703",3801539,5482,9905,"they and then they were ready to get off","coord adv:tem pro:sub cop adj inf v adv",5482
"12704",3801540,5482,9915,"and they drove to Mcdonalds","coord pro:sub v prep n:prop",5482
"12705",3801543,5482,9914,"and t he poured the cereal","coord pro:sub v det:art n",5482
"12706",3801544,5482,9917,"and the momma got her wallet at home at the kitchen um counter","coord det:art n v det:poss n prep n prep det:art n n",5482
"12707",3801548,5482,9910,"and the teacher xxx xxx xxx xxx","coord det:art n",5482
"12708",3801549,5482,9892,"she needed to grab the key","pro:sub v inf v det:art n",5482
"12709",3801550,5482,9915,"and then they ordered","coord adv:tem pro:sub v",5482
"12710",3801551,5482,9913,"two","det:num",5482
"12711",3801552,5482,9909,"and then the teacher said why were you so late","coord adv:tem det:art n v adv:int cop pro:per adv adj",5482
"12712",3801553,5482,9911,"uhhuh","",5482
"12713",3801554,5482,9905,"and then they left","coord adv:tem pro:sub v",5482
"12714",3801555,5482,9908,"I don't want to","",5482
"12715",3801557,5482,9912,"their mother the m the server said that will be twenty one cents out of thirty","det:art n v det:dem mod cop det:num det:num n adv prep det:num",5482
"12716",3801558,5482,9914,"and he made a big mess","coord pro:sub v det:art adj n",5482
"12717",3801559,5482,9898,"and they couldn't find the aliens","coord pro:sub mod v det:art n",5482
"12718",3801561,5482,9919,"where do yall want to go","adv:int mod pro:per v inf v",5482
"12719",3801562,5482,9915,"two a a um a um th","det:num det:art",5482
"12720",3801564,5482,9920,"they went to Mcdonalds","pro:sub v prep n:prop",5482
"12721",3801565,5482,9892,"so bobby quickly grabbed a key threw it int into the cage","co n adv v det:art n v pro:per prep det:art n",5482
"12722",3801566,5482,9911,"one day there was boy called Rachel","det:num n adv cop n part n:prop",5482
"12723",3801567,5482,9905,"and they wouldn't pull them up inside","coord pro:sub mod v pro:obj adv adv",5482
"12724",3801569,5482,9916,"and when they walked into the restaurant um Lisa couldn't remember what um she wanted","coord conj pro:sub v prep det:art n n:prop mod v pro:int pro:sub v",5482
"12725",3801570,5482,9913,"I forget a lot of it","",5482
"12726",3801571,5482,9914,"he broke his shoelace","pro:sub v det:poss",5482
"12727",3801572,5482,9917,"that's all I know","",5482
"12728",3801574,5482,9908,"alright um","co",5482
"12729",3801575,5482,9909,"I said he said I don't know because the school bus left","pro:sub v pro:sub mod v conj det:art n n v",5482
"12730",3801576,5482,9919,"they all shouted out Mcdonalds","pro:sub post v adv n:prop",5482
"12731",3801577,5482,9898,"but then they finally found them","conj adv:tem pro:sub adv v pro:obj",5482
"12732",3801578,5482,9920,"and um they ordered a cheeseburger and a happymeal","coord pro:sub v det:art coord det:art",5482
"12733",3801579,5482,9910,"and he he went in the school","coord pro:sub v prep det:art n",5482
"12734",3801580,5482,9905,"and they didn't leave them","coord pro:sub mod v pro:obj",5482
"12735",3801581,5482,9911,"and he woke up","coord pro:sub v adv",5482
"12736",3801582,5482,9915,"nine I think one of them ordered a um","det:num det:num prep pro:obj v det:art",5482
"12737",3801584,5482,9914,"and he got late for the bus","coord pro:sub v adj prep det:art n",5482
"12738",3801585,5482,9917,"and that little boy name was tommy","coord pro:dem adj n n aux adj",5482
"12739",3801586,5482,9919,"so when they got to Mcdonalds Lisa didn't know what to get","co conj pro:sub v prep n:prop n:prop mod v pro:int inf v",5482
"12740",3801587,5482,9898,"and then they um met them","coord adv:tem pro:sub v pro:obj",5482
"12741",3801588,5482,9911,"and he knew things wasn't going his way today because he spilled his milk at breakfast","coord pro:sub v n aux part det:poss n adv:tem conj pro:sub v det:poss n prep n",5482
"12742",3801589,5482,9912,"their mother reached into the her pocket","det:poss n v prep det:poss n",5482
"12743",3801590,5482,9908,"there was a boy named Alex I mean yeah there was a boy named um yeah Alex","pro:exist cop det:art n part n:prop",5482
"12744",3801591,5482,9905,"then they went to see","adv:tem pro:sub v inf v",5482
"12745",3801592,5482,9892,"and then he started running off xxx back door of u_f_o","coord adv:tem pro:sub v n:gerund adv adv n prep n",5482
"12746",3801593,5482,9910,"and xxx xxx xxx xxx xxx","coord",5482
"12747",3801594,5482,9920,"and um the mom ordered a salad","coord det:art n v det:art n",5482
"12748",3801595,5482,9918,"Mack and Lisa as they just got back from the school their mother asked them if they wanted to go out and eat","n:prop coord n:prop conj pro:sub adv v adv prep det:art n det:poss n v pro:obj conj pro:sub v inf v adv coord v",5482
"12749",3801596,5482,9909,"first this family came from space","adv pro:dem n v prep n",5482
"12750",3801597,5482,9914,"and a he was late for school","coord pro:sub cop adj prep n",5482
"12751",3801598,5482,9916,"and um mommy and the um boy he they already knew what they wanted","coord n coord det:art n pro:sub adv v pro:int pro:sub v",5482
"12752",3801599,5482,9917,"and the little girl's name was Lisa","coord det:art adj n n cop n:prop",5482
"12753",3801600,5482,9898,"and then they w and then they decided to go get their parents for them to meet them","coord adv:tem pro:sub v inf v v det:poss n prep pro:obj inf v pro:obj",5482
"12754",3801602,5482,9905,"and they weren't there anymore","coord pro:sub cop adv adv",5482
"12755",3801603,5482,9915,"can't remember the first one","",5482
"12756",3801604,5482,9912,"she didn't feel anything","pro:sub mod v pro:indef",5482
"12757",3801605,5482,9920,"but she forgot her purse","conj pro:sub v det:poss n",5482
"12758",3801606,5482,9910,"and the aliens went out","coord det:art n v adv",5482
"12759",3801607,5482,9909,"and then this girl ran","coord adv:tem pro:dem n v",5482
"12760",3801608,5482,9914,"once upon a time a alien ship came down","adv prep det:art n det:art adj n v adv",5482
"12761",3801609,5482,9919,"Katherine Katherine said he wanted a Big_Mac and a milkshake vanilla milkshake","n:prop v pro:sub v det:art n:prop coord det:art n",5482
"12762",3801610,5482,9905,"s and they didn't leave them","coord pro:sub mod v pro:obj",5482
"12763",3801611,5482,9912,"she forgot her purse on the kitchen counter","pro:sub v det:poss n prep det:art n n",5482
"12764",3801612,5482,9917,"um one day the little boy woke up","det:num n det:art adj n v adv",5482
"12765",3801613,5482,9922,"uh they go out to eat on tuesday","pro:sub v adv inf v prep n",5482
"12766",3801614,5482,9915,"but I know the last xxx","",5482
"12767",3801615,5482,9920,"that's all I can remember","",5482
"12768",3801616,5482,9911,"his when he was tying his shoelace it broke","conj pro:sub aux part det:poss pro:per adj",5482
"12769",3801617,5482,9892,"Susan quickly unlocked it and ran out with bobby","n:prop adv part pro:per coord v adv prep n",5482
"12770",3801618,5482,9910,"and the girl was not afraid","coord det:art n aux neg adj",5482
"12771",3801619,5482,9909,"and then the family said oh hi hi hi hi","coord adv:tem det:art n v co co co co co",5482
"12772",3801620,5482,9913,"um","",5482
"12773",3801622,5482,9905,"and they thought they were alive","coord pro:sub v pro:sub cop adj",5482
"12774",3801623,5482,9916,"and um mommy ordered a salad","coord n v det:art n",5482
"12775",3801624,5482,9920,"the boy wakes up","det:art n v adv",5482
"12776",3801625,5482,9913,"four I don't remember","det:num",5482
"12777",3801626,5482,9908,"um and he had a bad day","coord pro:sub v det:art adj n",5482
"12778",3801628,5482,9917,"and when he woke up he tried to tie his shoes","coord conj pro:sub v adv pro:sub v inf v det:poss n",5482
"12779",3801629,5482,9912,"then they had to drive back home and get it","adv:tem pro:sub v inf v adv n coord v pro:per",5482
"12780",3801630,5482,9922,"and there wasn't no happymeal","coord adv cop qn",5482
"12781",3801631,5482,9919,"is that all","",5482
"12782",3801632,5482,9914,"and the girl and boy ran away","coord det:art n coord n v adv",5482
"12783",3801633,5482,9910,"and the boy was afraid","coord det:art n cop adj",5482
"12784",3801634,5482,9911,"and then the bus didn't wait for him","coord adv:tem det:art n mod v prep pro:obj",5482
"12785",3801635,5482,9920,"and he has breakfast","coord pro:sub v n",5482
"12786",3801637,5482,9892,"they ran back home to tell it was true","pro:sub v adv adv inf v pro:per cop adj",5482
"12787",3801639,5482,9918,"and she said where do you wanna go","coord pro:sub v adv:int mod pro:per v v",5482
"12788",3801640,5482,9898,"and when and then um and then when they went to get their parents they woke up because it was just a dream","coord adv:tem conj pro:sub v inf v det:poss n pro:sub v adv conj pro:per cop adv det:art n",5482
"12789",3801641,5482,9916,"and then finally Lisa made up what she wanted","coord adv:tem adv n:prop v adv pro:int pro:sub v",5482
"12790",3801642,5482,9909,"and then the spaceshuttle went up","coord adv:tem det:art v adv",5482
"12791",3801643,5482,9908,"and um the l alarm clock woke him up in the middle of a dream","coord det:art n n v pro:obj adv prep det:art n prep det:art n",5482
"12792",3801644,5482,9919,"and then her mo his mom wanted a salad","coord adv:tem det:poss n v det:art n",5482
"12793",3801645,5482,9922,"and mommy just go back home","coord n adv v adv n",5482
"12794",3801646,5482,9920,"and he spilled his breakfast","coord pro:sub v det:poss n",5482
"12795",3801647,5482,9915,"whoever ordered a meal","pro:int v det:art n",5482
"12796",3801648,5482,9914,"and the boy said no","coord det:art n v co",5482
"12797",3801649,5482,9910,"and it was and and xxx xxx it","coord pro:per",5482
"12798",3801650,5482,9921,"the mother came home and she asked the","",5482
"12799",3801651,5482,9912,"what is their name","",5482
"12800",3801652,5482,9911,"and then he was late for school","coord adv:tem pro:sub cop adj prep n",5482
"12801",3801653,5482,9915,"but I just can't remember","",5482
"12802",3801654,5482,9892,"but they when they got back u_f_o was clear vanished","conj conj pro:sub v adj n cop adv part",5482
"12803",3801655,5482,9920,"and he's trying to tie his shoes except he broke his shoelace","coord pro:sub part inf v det:poss n conj pro:sub v det:poss",5482
"12804",3801656,5482,9909,"then these are like sea otters or something","adv:tem pro:dem cop co n n coord pro:indef",5482
"12805",3801657,5482,9917,"the strap broke","det:art n adj",5482
"12806",3801658,5482,9918,"they and and the two of them yelled Mcdonalds","coord det:art det:num prep pro:obj v n:prop",5482
"12807",3801659,5482,9916,"mm one day a little boy got u slept in really late","det:num n det:art adj n v prep adv adj",5482
"12808",3801660,5482,9922,"and it was there","coord pro:per cop adv",5482
"12809",3801661,5482,9914,"and the all the aliens walked out","coord qn det:art n v adv",5482
"12810",3801662,5482,9919,"and then his sister finally made it up what she wanted","coord adv:tem det:poss n adv v pro:per adv pro:int pro:sub v",5482
"12811",3801664,5482,9917,"and then he went to go to xxx","coord adv:tem pro:sub v inf v prep",5482
"12812",3801665,5482,9913,"um she got out of bed","pro:sub v adv prep n",5482
"12813",3801668,5482,9910,"and the xxx was um were carrying stuff","coord det:art aux part n",5482
"12814",3801670,5482,9922,"uh he get out of bed","pro:sub v adv prep n",5482
"12815",3801671,5482,9912,"when jimmy woke up he was late for school","conj v v adv pro:sub cop adj prep n",5482
"12816",3801672,5482,9915,"and then the other one said I think she wanted a chocolate cone","coord adv:tem det:art qn pro:indef v pro:sub v det:art n n",5482
"12817",3801673,5482,9909,"they're like octopuses","pro:sub prep n",5482
"12818",3801675,5482,9892,"the only thing there to prove it is the u_f_o dog","det:art qn n adv inf v pro:per cop det:art n n",5482
"12819",3801676,5482,9914,"and they were gonna have they're gonna have a picnic","coord pro:sub part v det:art n",5482
"12820",3801677,5482,9911,"uhhuh","",5482
"12821",3801678,5482,9923,"uh they ended up not eating","pro:sub v adv neg part",5482
"12822",3801679,5482,9908,"um they went down for breakfast to have breakfast","pro:sub v adv inf v n",5482
"12823",3801680,5482,9918,"then they got in the car and drove there","adv:tem pro:sub v prep det:art n coord v adv",5482
"12824",3801681,5482,9920,"an and he missed the bus","coord pro:sub v det:art n",5482
"12825",3801682,5482,9913,"she um spilled the milk on the table","pro:sub v det:art n prep det:art n",5482
"12826",3801683,5482,9916,"and then um she um got started to get dressed","coord adv:tem pro:sub aux part inf aux part",5482
"12827",3801684,5482,9909,"and they l they came into the brother and mother's house","coord pro:sub v prep det:art n coord n n",5482
"12828",3801685,5482,9919,"she wanted um a happymeal and uh and an ice+cream cone a vanilla ice cream cone and a coke","pro:sub v det:art coord det:art n n n n coord det:art n",5482
"12829",3801686,5482,9917,"and then when he got to the bus it was leaving","coord adv:tem conj pro:sub v prep det:art n pro:per aux part",5482
"12830",3801688,5482,9911,"one day there were kids name Rachel and Leah","det:num n adv cop n v n:prop coord n:prop",5482
"12831",3801689,5482,9921,"the mother came home","det:art n v n",5482
"12832",3801690,5482,9910,"and the little girl was um the little girl was trying to xxx xxx xxx xxx","coord det:art adj n aux part inf",5482
"12833",3801691,5482,9922,"and he uh and he eat breakfast","coord pro:sub v n",5482
"12834",3801692,5482,9908,"um she he wasn't paying attention","pro:sub aux part n",5482
"12835",3801693,5482,9923,"I don't think I can remember much","",5482
"12836",3801694,5482,9924,"when the ch children got home from school they they asked their mom could they go out at Mcdonalds","conj det:art n aux n prep n pro:sub v det:poss n mod pro:sub v adv prep n:prop",5482
"12837",3801695,5482,9920,"and um","coord",5482
"12838",3801696,5482,9921,"and she asked the kids what they wanted","coord pro:sub v det:art n pro:int pro:sub v",5482
"12839",3801697,5482,9892,"but the u_f_o dog they could not see","conj det:art n n pro:sub mod neg v",5482
"12840",3801698,5482,9918,"and they um Mack decided what he wanted","coord n:prop v pro:int pro:sub v",5482
"12841",3801700,5482,9913,"and she got her shoes on","coord pro:sub v det:poss n adv",5482
"12842",3801701,5482,9916,"and the shoelace broke","coord det:art adj",5482
"12843",3801703,5482,9909,"and then they said wow this house is good","coord adv:tem pro:sub v co pro:dem n cop adj",5482
"12844",3801704,5482,9911,"and the there was a spaceship with aliens","coord adv cop det:art prep n",5482
"12845",3801705,5482,9920,"I forgot the rest","",5482
"12846",3801706,5482,9922,"and he get ready for school","coord pro:sub v v prep n",5482
"12847",3801707,5482,9915,"and the other one said she wanted chocolate milkshake","coord det:art qn pro:indef v pro:sub v n",5482
"12848",3801708,5482,9917,"and then the teacher went the teacher looked at the boy and pointed at him","coord adv:tem v det:art n cop prep det:art n coord v prep pro:obj",5482
"12849",3801709,5482,9916,"then she tried to pour milk in the cereal bowl","adv:tem pro:sub v inf v n prep det:art n n",5482
"12850",3801710,5482,9923,"I just don't know where to start from","",5482
"12851",3801711,5482,9908,"um and he spilled his milk","coord pro:sub v det:poss n",5482
"12852",3801712,5482,9912,"he dropped the milk on the table by accident","pro:sub v det:art n prep det:art n prep n",5482
"12853",3801713,5482,9913,"and she r ran to the bus","coord pro:sub v prep det:art n",5482
"12854",3801714,5482,9910,"and xxx xxx xxx","coord",5482
"12855",3801715,5482,9920,"the ship landed","det:art n v",5482
"12856",3801716,5482,9921,"and they were going to go out","coord pro:sub aux part inf v adv",5482
"12857",3801717,5482,9918,"and and the mother decided what h she wanted","coord det:art n v pro:int pro:sub v",5482
"12858",3801718,5482,9919,"he got up from school to go to school","pro:sub v adv prep n inf v prep n",5482
"12859",3801719,5482,9892,"it was up in the tree","pro:per cop adv prep det:art n",5482
"12860",3801720,5482,9922,"and then he missed the bus","coord adv:tem pro:sub v det:art n",5482
"12861",3801721,5482,9909,"this house is very good","pro:dem n aux adv adj",5482
"12862",3801722,5482,9915,"then they ordered what they wanted","adv:tem pro:sub v pro:int pro:sub v",5482
"12863",3801723,5482,9910,"and they sat they moved to the table and sat down","coord pro:sub v prep det:art n coord v adv",5482
"12864",3801724,5482,9911,"and Leah thought this was excited","coord n:prop v pro:dem aux part",5482
"12865",3801725,5482,9914,"nope","",5482
"12866",3801726,5482,9908,"and it and it splashed all over the bowl because he put too much","coord pro:per v adv prep det:art n conj pro:sub v adv qn",5482
"12867",3801727,5482,9913,"and then she went in school","coord adv:tem pro:sub v prep n",5482
"12868",3801729,5482,9923,"they were going to Mcdonalds","pro:sub aux part prep n:prop",5482
"12869",3801730,5482,9912,"he broke his shoelace","pro:sub v det:poss",5482
"12870",3801731,5482,9916,"and she made a big big mess","coord pro:sub v det:art adj adj n",5482
"12871",3801732,5482,9921,"so sh they a they told her that mc they wanted to go to Mcdonalds","co pro:sub v pro:obj pro:rel pro:sub v inf v prep n:prop",5482
"12872",3801733,5482,9922,"then he go back home to his grandmommy","adv:tem pro:sub v adv n prep det:poss n",5482
"12873",3801734,5482,9909,"they had a dog name um broccoli","pro:sub v det:art n n n",5482
"12874",3801735,5482,9892,"so the mom and dad did not believe it","co det:art n coord n v neg v pro:per",5482
"12875",3801736,5482,9917,"one day two little kids went somewhere","det:num n det:num adj n v n",5482
"12876",3801737,5482,9920,"and um all the aliens came out","coord qn det:art n v adv",5482
"12877",3801738,5482,9919,"he went to go pour his milk","pro:sub v inf v v det:poss n",5482
"12878",3801739,5482,9924,"and they went there","coord pro:sub v adv",5482
"12879",3801740,5482,9918,"but Lisa she didn't know what she wanted","conj n:prop pro:sub mod v pro:int pro:sub v",5482
"12880",3801741,5482,9915,"and and then when when they ordered","coord adv:tem conj pro:sub v",5482
"12881",3801742,5482,9913,"um","",5482
"12882",3801743,5482,9912,"he missed the bus","pro:sub v det:art n",5482
"12883",3801744,5482,9911,"but Rachel thought this was scary","conj n:prop v pro:dem cop adj",5482
"12884",3801745,5482,9923,"and they ordered Lisa ordered a happymeal","coord n:prop v det:art",5482
"12885",3801746,5482,9913,"three looks like the plane","det:num cop prep det:art n",5482
"12886",3801748,5482,9924,"and and then her mom their mom realized that she left her purse at home at the kitchen counter","coord adv:tem det:poss n v pro:rel pro:sub adj det:poss n prep n prep det:art n adv",5482
"12887",3801749,5482,9910,"and um the girl xxx xxx xxx","coord det:art n",5482
"12888",3801750,5482,9909,"the dog's named broccoli","det:art n part n",5482
"12889",3801751,5482,9917,"and then they they they went to somewhere to play","coord adv:tem pro:sub v prep n prep n",5482
"12890",3801752,5482,9922,"uh uh there's an alien uh right over there","pro:exist det:art n adv prep adv",5482
"12891",3801753,5482,9912,"and his teacher was very very mad","coord det:poss n aux adv adv adj",5482
"12892",3801754,5482,9915,"and then the mom forgot the wallet","coord adv:tem det:art n v det:art n",5482
"12893",3801755,5482,9920,"and um the little girl or the teenager um she went out dragging her father","coord det:art adj n coord det:art n pro:sub v adv part det:poss n",5482
"12894",3801756,5482,9916,"and then um she missed the school bus","coord adv:tem pro:sub v det:art n n",5482
"12895",3801757,5482,9914,"they were gonna sleep overnight","pro:sub aux part v adv",5482
"12896",3801758,5482,9919,"but he spilled it all","conj pro:sub v pro:per adv",5482
"12897",3801759,5482,9918,"and so she um then Mack and said and said um I want a happymeal happymeal","coord adv:tem n:prop coord v pro:sub v det:art",5482
"12898",3801760,5482,9911,"then they had a alien dog","adv:tem pro:sub v det:art n n",5482
"12899",3801761,5482,9913,"and she wants to go on the near the alien","coord pro:sub v inf v prep det:art prep det:art n",5482
"12900",3801762,5482,9892,"and the end","coord det:art n",5482
"12901",3801763,5482,9923,"and I can't remember the other girl's name and the other boy's name","",5482
"12902",3801765,5482,9921,"and the little girl couldn't make up her mind if she wanted a Big_Mac or a happymeal","coord det:art adj n mod v prep det:poss n conj pro:sub v det:art n:prop coord det:art",5482
"12903",3801767,5482,9919,"then he went to go tie his shoes","adv:tem pro:sub v inf v v det:poss n",5482
"12904",3801768,5482,9912,"Jim and Michelle","n:prop coord n:prop",5482
"12905",3801769,5482,9910,"and the boy went back home","coord det:art n v adv n",5482
"12906",3801770,5482,9916,"and then she got um then she got to school late","coord adv:tem pro:sub v prep n adj",5482
"12907",3801771,5482,9915,"and she reached in her purse","coord pro:sub v prep det:poss n",5482
"12908",3801772,5482,9922,"and and and and the and the kids looked","coord det:art n cop",5482
"12909",3801773,5482,9917,"and then they saw a planet coming down with aliens with a alien dog too","coord adv:tem pro:sub v det:art n part adv prep n prep det:art adj n adv",5482
"12910",3801774,5482,9911,"and then they went home to tell their parents","coord adv:tem pro:sub v adv inf v det:poss n",5482
"12911",3801777,5482,9912,"they were going through a path that they didn't know where they lead","pro:sub aux part prep det:art n pro:rel pro:sub mod v adv:int pro:sub v",5482
"12912",3801778,5482,9913,"and um then um they're walking out to have a picnic it looks like","coord adv:tem pro:sub part adv inf v det:art n pro:per cop prep",5482
"12913",3801779,5482,9909,"okay and then the mother and the father and the child likeded the house","coord adv:tem det:art n coord det:art n coord det:art n v det:art n",5482
"12914",3801780,5482,9919,"he tied his shoes","pro:sub v det:poss n",5482
"12915",3801781,5482,9915,"and she suddenly f she forgot her wallet","coord pro:sub adv pro:sub v det:poss n",5482
"12916",3801782,5482,9924,"when the boy woke up he was really tired because um he spilled the milk","conj det:art n v adv pro:sub cop adv v conj pro:sub v det:art n",5482
"12917",3801783,5482,9923,"and the little boy ordered a hamburger I don't know maybe a cheeseburger I think","coord det:art adj n part det:art pro:sub v",5482
"12918",3801785,5482,9918,"I want a cheeseburger and a drink and a milkshake","pro:sub v det:art coord det:art n coord det:art",5482
"12919",3801786,5482,9911,"and their parents didn't believe","coord det:poss n mod v",5482
"12920",3801787,5482,9916,"one day there was a little girl and a little boy","det:num n adv cop det:art adj n coord det:art adj n",5482
"12921",3801788,5482,9922,"and there were uh aliens","coord adv cop n",5482
"12922",3801789,5482,9921,"but the mom and the um and Russ what whatever his name was knew what he wanted","conj det:art n coord n:prop pro:int det:poss n aux v pro:int pro:sub v",5482
"12923",3801790,5482,9908,"and it went dripping on the floor and on the table","coord pro:per v n:gerund adv det:art n coord prep det:art n",5482
"12924",3801791,5482,9919,"the school buses always left him","det:art n n adv part pro:obj",5482
"12925",3801792,5482,9912,"they went in the alien worlds","pro:sub v prep det:art n n",5482
"12926",3801793,5482,9915,"and then uh","coord adv:tem",5482
"12927",3801794,5482,9917,"and the kids got scared","coord det:art n aux part",5482
"12928",3801795,5482,9911,"and then they took them to see if they could","coord adv:tem pro:sub v pro:obj inf v conj pro:sub mod",5482
"12929",3801797,5482,9914,"mhm","",5482
"12930",3801798,5482,9918,"and her mom said to the chef to um I want a salad","coord det:poss n v prep det:art n pro:sub v det:art n",5482
"12931",3801800,5482,9909,"her name was Sally","det:poss n cop n:prop",5482
"12932",3801802,5482,9919,"his mom would have to take him to school","det:poss n mod aux inf v pro:obj prep n",5482
"12933",3801803,5482,9912,"they actually met five aliens","pro:sub adv v det:num n",5482
"12934",3801804,5482,9915,"think that's the end","pro:dem det:art n",5482
"12935",3801805,5482,9925,"there was a young girl and boy that went to um let's see","pro:exist cop det:art adj n coord n pro:rel v prep",5482
"12936",3801806,5482,9924,"and he pulled the sh shoelace out","coord pro:sub v det:art adv",5482
